# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 11 05:55:42 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name asc, disc_year asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
HD 290327 b,HD 290327,2009,La Silla Observatory,3.430000,2.43000,0.84,56.4330000
HD 29399 b,HD 29399,2022,La Silla Observatory,1.913000,1.57000,1.17,44.1518000
HD 2952 b,HD 2952,2013,Okayama Astrophysical Observatory,1.117000,0.89600,1.91,110.1030000
HD 29985 b,HD 29985,2022,Multiple Observatories,13.390000,5.47300,0.75,31.2707000
HD 30177 b,HD 30177,2002,Anglo-Australian Telescope,3.604000,8.40300,0.98,55.5867000
HD 30177 c,HD 30177,2016,Multiple Observatories,10.258000,6.15000,0.98,55.5867000
HD 30562 b,HD 30562,2009,Lick Observatory,2.340000,1.47000,1.12,26.1597000
HD 30669 b,HD 30669,2014,La Silla Observatory,2.690000,0.47000,0.92,58.0844000
HD 30856 b,HD 30856,2011,W. M. Keck Observatory,1.850000,1.54700,1.17,131.1990000
HD 31253 b,HD 31253,2010,W. M. Keck Observatory,1.260000,0.62000,1.70,58.1438000
HD 31527 b,HD 31527,2019,La Silla Observatory,0.125400,0.03290,0.96,38.4473000
HD 31527 c,HD 31527,2019,La Silla Observatory,0.266300,0.04450,0.96,38.4473000
HD 31527 d,HD 31527,2019,La Silla Observatory,0.809800,0.03720,0.96,38.4473000
HD 3167 b,HD 3167,2016,K2,0.017960,0.01564,0.84,47.2899000
HD 3167 c,HD 3167,2016,K2,0.177600,0.03502,0.84,47.2899000
HD 3167 d,HD 3167,2017,Multiple Observatories,0.076300,0.01362,0.84,47.2899000
HD 3167 e,HD 3167,2022,CHaracterising ExOPlanets Satellite (CHEOPS),0.388500,0.02646,0.84,47.2899000
HD 32518 b,HD 32518,2009,Thueringer Landessternwarte Tautenburg,0.594000,2.84900,1.13,122.1150000
HD 32963 b,HD 32963,2015,W. M. Keck Observatory,3.410000,2.07000,0.94,38.0786000
HD 330075 b,HD 330075,2004,La Silla Observatory,0.040000,0.48000,0.47,45.2989000
HD 331093 b,HD 331093,2021,Haute-Provence Observatory,1.440000,1.50000,1.03,50.1928000
HD 33142 b,HD 33142,2011,W. M. Keck Observatory,1.074000,1.26000,1.52,121.3750000
HD 33142 c,HD 33142,2018,W. M. Keck Observatory,1.955000,0.89000,1.52,121.3750000
HD 33142 d,HD 33142,2022,Multiple Observatories,0.452000,0.20000,1.52,121.3750000
HD 332231 b,HD 332231,2020,Transiting Exoplanet Survey Satellite (TESS),0.145000,0.23314,1.16,80.6665000
HD 33283 b,HD 33283,2006,W. M. Keck Observatory,0.150800,0.32900,1.38,89.8623000
HD 33564 b,HD 33564,2005,Haute-Provence Observatory,1.100000,9.10000,1.25,20.9531000
HD 33844 b,HD 33844,2015,Anglo-Australian Telescope,1.600000,2.01000,1.84,105.7790000
HD 33844 c,HD 33844,2015,Anglo-Australian Telescope,2.240000,1.75000,1.78,105.7790000
HD 34445 b,HD 34445,2009,W. M. Keck Observatory,2.070000,0.82000,1.14,46.0907000
HD 34445 c,HD 34445,2017,Multiple Observatories,0.718100,0.16800,1.07,46.0907000
HD 34445 d,HD 34445,2017,Multiple Observatories,0.481700,0.09700,1.07,46.0907000
HD 34445 e,HD 34445,2017,Multiple Observatories,0.268700,0.05290,1.07,46.0907000
HD 34445 f,HD 34445,2017,Multiple Observatories,1.543000,0.11900,1.07,46.0907000
HD 34445 g,HD 34445,2017,Multiple Observatories,6.360000,0.38000,1.07,46.0907000
HD 35759 b,HD 35759,2016,Haute-Provence Observatory,0.389000,3.76000,1.15,71.2423000
HD 360 b,HD 360,2021,Okayama Astrophysical Observatory,0.980000,0.75000,1.69,111.5420000
HD 36384 b,HD 36384,2023,Bohyunsan Optical Astronomical Observatory,1.300000,6.60000,1.14,209.3090000
HD 3651 b,HD 3651,2003,Multiple Observatories,0.295000,0.22800,0.80,11.1336000
HD 37124 b,HD 37124,2002,W. M. Keck Observatory,0.533640,0.67500,0.85,31.6634000
HD 37124 c,HD 37124,2002,W. M. Keck Observatory,1.710000,0.65200,0.85,31.6634000
HD 37124 d,HD 37124,2005,W. M. Keck Observatory,2.807000,0.69600,0.85,31.6634000
HD 37605 b,HD 37605,2004,McDonald Observatory,0.277000,2.69000,0.94,46.7864000
HD 37605 c,HD 37605,2012,Multiple Observatories,3.740000,3.19000,0.94,46.7864000
HD 3765 b,HD 3765,2021,Multiple Observatories,2.108000,0.17300,0.85,17.9260000
HD 38283 b,HD 38283,2010,Anglo-Australian Telescope,1.020000,0.40000,1.37,38.0615000
HD 38529 b,HD 38529,2000,Multiple Observatories,0.115000,0.65000,0.98,42.3538000
HD 38529 c,HD 38529,2000,Multiple Observatories,3.226000,10.38000,0.98,42.3538000
HD 38801 b,HD 38801,2009,Subaru Telescope,1.623000,9.69800,1.21,91.4349000
HD 39091 b,HD 39091,2001,Anglo-Australian Telescope,3.311000,12.32500,1.10,18.2702000
HD 39194 b,HD 39194,2021,La Silla Observatory,0.056000,0.01259,0.67,26.4131000
HD 39194 c,HD 39194,2021,La Silla Observatory,0.103000,0.01982,0.67,26.4131000
HD 39194 d,HD 39194,2021,La Silla Observatory,0.185000,0.01259,0.67,26.4131000
HD 39855 b,HD 39855,2019,Las Campanas Observatory,0.041000,0.02674,0.87,23.2599000
HD 40307 b,HD 40307,2009,La Silla Observatory,0.046800,0.01260,0.77,12.9363000
HD 40307 c,HD 40307,2009,La Silla Observatory,0.079900,0.02080,0.77,12.9363000
HD 40307 d,HD 40307,2009,La Silla Observatory,0.132100,0.02990,0.77,12.9363000
HD 40307 f,HD 40307,2013,La Silla Observatory,0.247000,0.01640,0.77,12.9363000
HD 40307 g,HD 40307,2013,La Silla Observatory,0.600000,0.02230,0.77,12.9363000
HD 40956 b,HD 40956,2017,Multiple Observatories,1.400000,2.70000,2.00,116.5930000
HD 40979 b,HD 40979,2002,Multiple Observatories,0.850000,4.67000,1.45,34.0883000
HD 41004 A b,HD 41004 A,2004,La Silla Observatory,,2.54000,0.95,36.6911700
HD 41004 B b,HD 41004 B,2003,La Silla Observatory,,18.37000,0.40,41.5504000
HD 4113 b,HD 4113,2007,La Silla Observatory,1.280000,1.70300,1.01,41.8727000
HD 42012 b,HD 42012,2017,Haute-Provence Observatory,1.670000,1.60000,0.83,36.7984000
HD 4203 b,HD 4203,2001,W. M. Keck Observatory,1.170000,2.23000,1.25,81.3795000
HD 4203 c,HD 4203,2014,W. M. Keck Observatory,6.950000,2.17000,0.99,81.3795000
HD 4208 b,HD 4208,2001,W. M. Keck Observatory,1.662000,0.81000,0.88,34.1937000
HD 42618 b,HD 42618,2016,Multiple Observatories,0.554000,0.04531,1.01,24.3358000
HD 42813 b,HD 42813,2023,Transiting Exoplanet Survey Satellite (TESS),0.111000,0.02863,0.90,68.1920000
HD 4308 b,HD 4308,2005,La Silla Observatory,0.120000,0.05000,0.93,22.0158000
HD 4313 b,HD 4313,2009,W. M. Keck Observatory,1.157000,1.92700,1.63,136.3080000
HD 43197 b,HD 43197,2010,La Silla Observatory,0.882000,0.55300,0.96,62.4112000
HD 43197 c,HD 43197,2022,Multiple Observatories,8.540000,7.86800,0.96,62.4112000
HD 43691 b,HD 43691,2007,Haute-Provence Observatory,0.238000,2.55000,1.32,85.6009000
HD 44219 b,HD 44219,2010,La Silla Observatory,1.260000,0.58000,1.20,52.9051000
HD 45184 b,HD 45184,2019,La Silla Observatory,0.064400,0.03840,1.03,21.9532000
HD 45184 c,HD 45184,2019,La Silla Observatory,0.110000,0.02770,1.03,21.9532000
HD 45350 b,HD 45350,2004,W. M. Keck Observatory,1.920000,1.79000,0.98,46.8733000
HD 45364 b,HD 45364,2008,La Silla Observatory,0.679300,0.18930,0.82,34.3540000
HD 45364 c,HD 45364,2008,La Silla Observatory,0.902000,0.54900,0.82,34.3540000
HD 45652 b,HD 45652,2008,Haute-Provence Observatory,0.237000,0.43300,0.92,34.8541000
HD 457 b,HD 457,2022,Multiple Observatories,15.369000,26.57200,1.15,55.0375000
HD 46375 b,HD 46375,2000,W. M. Keck Observatory,0.039800,0.22600,0.92,29.5529000
HD 47186 b,HD 47186,2008,La Silla Observatory,0.050000,0.07000,0.96,37.4574000
HD 47186 c,HD 47186,2008,La Silla Observatory,2.395000,0.35061,0.96,37.4574000
HD 4732 b,HD 4732,2012,Multiple Observatories,1.129000,1.98600,1.39,54.7841000
HD 4732 c,HD 4732,2012,Multiple Observatories,4.725000,3.36500,1.39,54.7841000
HD 47366 b,HD 47366,2016,Okayama Astrophysical Observatory,1.207000,2.08200,1.81,84.3552000
HD 47366 c,HD 47366,2016,Okayama Astrophysical Observatory,1.840000,1.52200,1.81,84.3552000
HD 47536 b,HD 47536,2002,La Silla Observatory,1.930000,7.32000,2.10,122.5360000
HD 4760 b,HD 4760,2021,Multiple Observatories,1.140000,13.90000,1.05,537.8730000
HD 48265 b,HD 48265,2008,Las Campanas Observatory,1.814000,1.52500,1.31,90.5446000
HD 48948 b,HD 48948,2024,Roque de los Muchachos Observatory,0.065200,0.01535,0.69,16.9043000
HD 48948 c,HD 48948,2024,Roque de los Muchachos Observatory,0.195100,0.02287,0.69,16.9043000
HD 48948 d,HD 48948,2024,Roque de los Muchachos Observatory,0.489400,0.03332,0.69,16.9043000
HD 4917 b,HD 4917,2018,W. M. Keck Observatory,1.167000,1.61500,1.32,204.2770000
HD 49674 b,HD 49674,2002,W. M. Keck Observatory,0.060000,0.10000,1.03,43.0399000
HD 50499 b,HD 50499,2005,W. M. Keck Observatory,3.833000,1.63600,1.25,46.2845000
HD 50499 c,HD 50499,2019,La Silla Observatory,9.020000,2.93000,1.31,46.2845000
HD 50554 b,HD 50554,2002,Lick Observatory,2.353000,5.85000,1.04,31.1664000
HD 51608 b,HD 51608,2019,La Silla Observatory,0.105900,0.04020,0.80,35.0553000
HD 51608 c,HD 51608,2019,La Silla Observatory,0.380900,0.04500,0.80,35.0553000
HD 52265 b,HD 52265,2000,W. M. Keck Observatory,0.520000,1.21000,1.20,29.9803000
HD 5278 b,HD 5278,2021,Transiting Exoplanet Survey Satellite (TESS),0.120200,0.02454,1.13,57.5846000
HD 5278 c,HD 5278,2021,Paranal Observatory,0.241600,0.05789,1.13,57.5846000
HD 5319 b,HD 5319,2007,W. M. Keck Observatory,1.570000,1.55600,1.27,121.4050000
HD 5319 c,HD 5319,2014,W. M. Keck Observatory,1.930000,1.05300,1.27,121.4050000
HD 55696 b,HD 55696,2018,W. M. Keck Observatory,3.180000,4.27000,1.29,77.9693000
HD 5583 b,HD 5583,2016,Roque de los Muchachos Observatory,0.530000,5.78000,1.01,219.2160000
HD 5608 b,HD 5608,2012,Okayama Astrophysical Observatory,1.790000,1.16800,1.29,58.1105000
HD 564 b,HD 564,2014,La Silla Observatory,1.200000,0.33000,0.96,51.1659000
HD 56414 b,HD 56414,2022,Transiting Exoplanet Survey Satellite (TESS),0.229000,0.04180,1.89,272.2170000
HD 56957 b,HD 56957,2022,Multiple Observatories,6.426000,5.91800,1.03,61.4925000
HD 5891 b,HD 5891,2011,W. M. Keck Observatory,0.640000,7.63000,1.93,283.5020000
HD 59686 A b,HD 59686 A,2016,Lick Observatory,1.086000,6.92000,1.90,89.2721000
HD 60292 b,HD 60292,2020,Bohyunsan Optical Astronomical Observatory,1.500000,6.50000,1.70,315.2110000
HD 60532 b,HD 60532,2008,La Silla Observatory,0.770000,1.06000,1.50,25.9716000
HD 60532 c,HD 60532,2008,La Silla Observatory,1.600000,2.51000,1.50,25.9716000
HD 6061 b,HD 6061,2023,Transiting Exoplanet Survey Satellite (TESS),0.060000,0.03146,1.03,67.6203000
HD 62364 b,HD 62364,2022,Multiple Observatories,6.150000,18.77000,1.16,53.1120000
HD 62364 c,HD 62364,2022,Multiple Observatories,36.984000,24.93000,1.19,53.1120000
HD 62509 b,HD 62509,2006,Multiple Observatories,1.640000,2.30000,2.00,10.3400000
HD 62549 b,HD 62549,2022,Multiple Observatories,11.842000,8.51900,1.08,49.3305000
HD 63433 b,HD 63433,2020,Transiting Exoplanet Survey Satellite (TESS),0.072000,0.11736,0.99,22.4035000
HD 63433 c,HD 63433,2020,Transiting Exoplanet Survey Satellite (TESS),0.146000,0.05412,0.99,22.4035000
HD 63433 d,HD 63433,2023,Transiting Exoplanet Survey Satellite (TESS),0.050300,0.00394,0.99,22.4035000
HD 63454 b,HD 63454,2005,La Silla Observatory,0.040000,0.25000,0.42,37.6894000
HD 63765 b,HD 63765,2009,La Silla Observatory,0.940000,0.53000,0.65,32.5376000
HD 63935 b,HD 63935,2021,Transiting Exoplanet Survey Satellite (TESS),0.083000,0.03304,0.94,48.9739000
HD 63935 c,HD 63935,2021,Multiple Observatories,0.148000,0.03492,0.94,48.9739000
HD 64114 b,HD 64114,2019,Las Campanas Observatory,0.246000,0.05600,0.95,31.5262000
HD 64121 b,HD 64121,2022,La Silla Observatory,1.510000,2.56000,1.64,129.9660000
HD 6434 b,HD 6434,2003,La Silla Observatory,0.140000,0.49000,1.10,42.3580000
HD 65216 b,HD 65216,2003,La Silla Observatory,1.301000,1.29500,0.87,35.1205000
HD 65216 c,HD 65216,2013,La Silla Observatory,5.750000,2.03000,0.87,35.1205000
HD 66141 b,HD 66141,2012,Bohyunsan Optical Astronomical Observatory,1.200000,6.00000,1.10,68.1509000
HD 66428 b,HD 66428,2005,W. M. Keck Observatory,3.395000,10.94600,1.01,53.2817000
HD 66428 c,HD 66428,2021,Multiple Observatories,9.408000,1.76400,1.01,53.2817000
HD 67087 b,HD 67087,2015,Multiple Observatories,1.080000,3.06000,1.36,76.5217000
HD 67087 c,HD 67087,2015,Multiple Observatories,3.860000,4.85000,1.36,76.5217000
HD 6718 b,HD 6718,2009,La Silla Observatory,3.550000,1.68000,1.08,51.3444000
HD 68402 b,HD 68402,2016,Multiple Observatories,2.180000,7.90000,1.12,78.4293000
HD 6860 b,HD 6860,2023,Bohyunsan Optical Astronomical Observatory,2.030000,28.26000,2.49,61.1246900
HD 68988 b,HD 68988,2001,Multiple Observatories,0.070000,1.97000,1.28,60.8447000
HD 68988 c,HD 68988,2021,Multiple Observatories,13.200000,15.00000,1.17,60.8447000
HD 69123 b,HD 69123,2022,La Silla Observatory,2.482000,3.09000,1.68,75.1160000
HD 69830 b,HD 69830,2006,La Silla Observatory,0.078500,0.03210,0.86,12.5591000
HD 69830 c,HD 69830,2006,La Silla Observatory,0.186000,0.03710,0.86,12.5591000
HD 69830 d,HD 69830,2006,La Silla Observatory,0.630000,0.05700,0.86,12.5591000
HD 70573 b,HD 70573,2007,La Silla Observatory,1.760000,6.10000,1.00,59.1820000
HD 70642 b,HD 70642,2003,Anglo-Australian Telescope,3.318000,3.90000,1.08,29.2760000
HD 7199 b,HD 7199,2011,La Silla Observatory,1.360000,0.27000,0.77,36.1531000
HD 72490 b,HD 72490,2018,W. M. Keck Observatory,1.880000,1.76800,1.21,126.3390000
HD 72659 b,HD 72659,2002,W. M. Keck Observatory,4.691000,2.98800,1.09,51.8949000
HD 72659 c,HD 72659,2022,Multiple Observatories,13.959000,18.80600,1.09,51.8949000
HD 72892 b,HD 72892,2016,Multiple Observatories,0.228000,5.46800,1.01,69.7311000
HD 73256 c,HD 73256,2023,La Silla Observatory,3.800000,16.00000,1.00,36.7080000
HD 73267 b,HD 73267,2008,La Silla Observatory,2.229000,4.15800,0.93,50.4093000
HD 73267 c,HD 73267,2022,Multiple Observatories,12.688000,5.13100,0.93,50.4093000
HD 73344 b,HD 73344,2024,K2,0.131000,0.03297,1.20,35.2600000
HD 73526 b,HD 73526,2002,Anglo-Australian Telescope,0.650000,3.08000,1.14,97.2396000
HD 73526 c,HD 73526,2005,Anglo-Australian Telescope,1.030000,2.25000,1.01,97.2396000
HD 73534 b,HD 73534,2008,W. M. Keck Observatory,2.990000,1.11200,1.16,83.3321000
HD 73583 b,HD 73583,2022,Transiting Exoplanet Survey Satellite (TESS),0.060400,0.03209,0.73,31.5666000
HD 73583 c,HD 73583,2022,Transiting Exoplanet Survey Satellite (TESS),0.124200,0.03052,0.73,31.5666000
HD 74156 b,HD 74156,2003,Haute-Provence Observatory,0.280000,1.67500,1.10,57.6030000
HD 74156 c,HD 74156,2003,Haute-Provence Observatory,3.678000,8.66500,1.10,57.6030000
HD 7449 b,HD 7449,2011,La Silla Observatory,2.438000,8.17400,1.20,38.6620000
HD 74698 b,HD 74698,2023,La Silla Observatory,0.121000,0.07000,1.04,52.0648000
HD 74698 c,HD 74698,2023,La Silla Observatory,4.500000,0.40000,1.04,52.0648000
HD 75289 b,HD 75289,1999,La Silla Observatory,0.050000,0.49000,1.29,29.1158000
HD 75302 b,HD 75302,2023,La Silla Observatory,5.300000,5.40000,1.06,30.3288000
HD 75784 b,HD 75784,2014,W. M. Keck Observatory,1.032000,1.00000,1.26,85.4321000
HD 75784 c,HD 75784,2018,W. M. Keck Observatory,8.400000,5.64000,1.26,85.4321000
HD 75898 b,HD 75898,2007,W. M. Keck Observatory,1.191000,2.71000,1.26,78.0505000
HD 76700 b,HD 76700,2002,Anglo-Australian Telescope,0.050000,0.21000,0.99,60.8831000
HD 76920 b,HD 76920,2017,Multiple Observatories,1.091000,3.13000,1.00,184.0310000
HD 77338 b,HD 77338,2012,La Silla Observatory,0.060000,0.05000,1.37,45.9350000
HD 77946 b,HD 77946,2024,Transiting Exoplanet Survey Satellite (TESS),0.073000,0.03430,1.20,99.4510000
HD 79181 b,HD 79181,2021,Okayama Astrophysical Observatory,0.900000,0.64000,1.28,103.3350000
HD 7924 b,HD 7924,2008,W. M. Keck Observatory,0.060000,0.02000,0.65,16.9922000
HD 7924 c,HD 7924,2015,W. M. Keck Observatory,0.113400,0.02473,0.83,16.9922000
HD 7924 d,HD 7924,2015,W. M. Keck Observatory,0.155100,0.02026,0.83,16.9922000
HD 79498 b,HD 79498,2011,McDonald Observatory,2.980000,1.34000,1.08,48.9489000
HD 80606 b,HD 80606,2001,Multiple Observatories,0.456500,4.38000,1.15,66.4711000
HD 80653 b,HD 80653,2020,K2,0.016610,0.01800,1.18,109.8600000
HD 80869 b,HD 80869,2021,Haute-Provence Observatory,2.905000,5.06500,1.06,85.3951000
HD 80883 b,HD 80883,2022,Multiple Observatories,6.462000,5.50000,0.88,34.6011000
HD 80913 b,HD 80913,2022,Multiple Observatories,9.950000,23.61400,1.11,61.3603000
HD 81040 b,HD 81040,2005,Multiple Observatories,1.946000,7.53000,0.96,34.4341000
HD 81688 b,HD 81688,2007,Okayama Astrophysical Observatory,0.648000,1.65400,1.07,85.7183000
HD 81817 b,HD 81817,2020,Bohyunsan Optical Astronomical Observatory,3.233000,24.12800,4.30,269.1260000
HD 81817 c,HD 81817,2022,Multiple Observatories,2.325000,22.60900,4.30,269.1260000
HD 82886 b,HD 82886,2011,W. M. Keck Observatory,1.580000,2.33000,2.53,127.0610000
HD 82943 b,HD 82943,2003,La Silla Observatory,1.183060,1.68100,1.08,27.5902000
HD 82943 c,HD 82943,2003,La Silla Observatory,0.743450,1.95900,1.08,27.5902000
HD 8326 b,HD 8326,2019,Las Campanas Observatory,0.533000,0.20955,0.80,30.6862000
HD 83443 b,HD 83443,2002,Multiple Observatories,0.040600,0.40200,1.00,40.8991000
HD 83443 c,HD 83443,2022,Multiple Observatories,8.000000,1.50000,1.00,40.8991000
HD 8535 b,HD 8535,2010,La Silla Observatory,2.450000,0.68000,1.13,55.4401000
HD 85390 b,HD 85390,2009,La Silla Observatory,1.373000,0.09900,0.76,33.5225000
HD 8574 b,HD 8574,2002,Haute-Provence Observatory,0.760000,2.03000,1.34,44.8264000
HD 86065 b,HD 86065,2022,Multiple Observatories,15.947000,9.05300,0.81,40.3661000
HD 86081 b,HD 86081,2006,W. M. Keck Observatory,0.034600,1.48000,1.21,103.9360000
HD 86226 b,HD 86226,2009,Las Campanas Observatory,2.730000,0.45000,1.02,45.6830000
HD 86226 c,HD 86226,2020,Transiting Exoplanet Survey Satellite (TESS),0.049000,0.02281,1.02,45.6830000
HD 86264 b,HD 86264,2009,Lick Observatory,2.763000,9.80800,1.26,67.8107000
HD 8673 b,HD 8673,2009,Thueringer Landessternwarte Tautenburg,2.970000,13.24800,1.28,37.8619000
HD 86950 b,HD 86950,2016,Multiple Observatories,2.720000,3.60000,1.66,209.8390000
HD 87646 b,HD 87646,2016,Apache Point Observatory,0.117000,12.40000,1.12,73.5835200
HD 87883 b,HD 87883,2009,Lick Observatory,4.055000,5.40900,0.81,18.2912000
HD 88072 b,HD 88072,2022,Multiple Observatories,13.895000,7.90300,1.04,35.9098000
HD 88133 b,HD 88133,2004,W. M. Keck Observatory,0.047900,1.02000,1.26,73.6123000
HD 88986 b,HD 88986,2023,Haute-Provence Observatory,0.580000,0.05412,1.25,33.2673000
HD 89307 b,HD 89307,2009,Lick Observatory,3.270000,2.02000,1.27,32.0104000
HD 89345 b,HD 89345,2018,K2,0.106600,0.11000,1.16,132.3450000
HD 89744 b,HD 89744,1999,Fred Lawrence Whipple Observatory,0.917000,8.35000,1.86,38.6364000
HD 89839 b,HD 89839,2023,Multiple Facilities,4.761000,5.01000,1.21,57.3063000
HD 90156 b,HD 90156,2009,La Silla Observatory,0.250000,0.05700,0.84,21.9496000
HD 9174 b,HD 9174,2016,Multiple Observatories,2.200000,1.11000,1.03,81.4893000
HD 92788 b,HD 92788,2000,Multiple Observatories,0.970000,3.76000,1.15,34.6538000
HD 92788 c,HD 92788,2019,La Silla Observatory,10.500000,3.67000,1.15,34.6538000
HD 93083 b,HD 93083,2005,La Silla Observatory,0.477000,0.37000,0.70,28.5159000
HD 93351 b,HD 93351,2022,Multiple Observatories,0.035000,0.01100,0.94,56.1630000
HD 93351 c,HD 93351,2022,Multiple Observatories,11.154000,13.07000,0.94,56.1630000
HD 93385 b,HD 93385,2021,La Silla Observatory,0.075600,0.01321,1.04,43.3475000
HD 93385 c,HD 93385,2021,La Silla Observatory,0.112000,0.02234,1.04,43.3475000
HD 93385 d,HD 93385,2021,La Silla Observatory,0.256500,0.02737,1.04,43.3475000
HD 93963 A b,HD 93963 A,2022,Transiting Exoplanet Survey Satellite (TESS),0.020610,0.00881,1.08,82.3432000
HD 93963 A c,HD 93963 A,2022,Transiting Exoplanet Survey Satellite (TESS),0.047260,0.05789,1.08,82.3432000
HD 9446 b,HD 9446,2009,Haute-Provence Observatory,0.189000,0.70000,1.00,50.3503000
HD 9446 c,HD 9446,2009,Haute-Provence Observatory,0.654000,1.82000,1.00,50.3503000
HD 94771 b,HD 94771,2023,La Silla Observatory,3.480000,0.53000,1.20,57.7807000
HD 94834 b,HD 94834,2018,W. M. Keck Observatory,2.740000,1.26000,1.11,98.1609000
HD 95086 b,HD 95086,2013,Paranal Observatory,55.700000,5.00000,1.77,86.2279000
HD 95089 b,HD 95089,2009,W. M. Keck Observatory,1.360000,1.26000,1.54,136.9570000
HD 95089 c,HD 95089,2018,W. M. Keck Observatory,3.330000,3.45000,1.54,136.9570000
HD 95127 b,HD 95127,2015,McDonald Observatory,1.280000,10.63000,3.70,676.5790000
HD 95338 b,HD 95338,2020,Las Campanas Observatory,0.262000,0.13353,0.83,36.9941000
HD 95544 b,HD 95544,2021,Haute-Provence Observatory,3.166000,6.02100,1.01,87.8049000
HD 95735 c,GJ 411,2021,Multiple Observatories,2.940000,0.04279,0.39,5.6757730
HD 95872 b,HD 95872,2015,Multiple Facilities,5.150000,3.74000,0.70,72.2195000
HD 96063 b,HD 96063,2011,W. M. Keck Observatory,1.110000,1.27000,1.37,140.0650000
HD 96127 b,HD 96127,2011,McDonald Observatory,1.420000,20.96000,10.94,587.6590000
HD 96167 b,HD 96167,2009,W. M. Keck Observatory,1.332000,0.71700,1.27,85.3006000
HD 96700 b,HD 96700,2021,La Silla Observatory,0.077700,0.02800,0.89,25.4111000
HD 96700 c,HD 96700,2021,La Silla Observatory,0.141000,0.01101,0.89,25.4111000
HD 96700 d,HD 96700,2021,La Silla Observatory,0.424000,0.03996,0.89,25.4111000
HD 96992 b,HD 96992,2021,Multiple Observatories,1.240000,1.14000,0.96,396.0820000
HD 97037 b,HD 97037,2022,Multiple Observatories,6.925000,21.10500,1.06,32.4130000
HD 97048 b,HD 97048,2019,Atacama Large Millimeter Array (ALMA),130.000000,2.50000,2.40,183.8570000
HD 97658 b,HD 97658,2010,W. M. Keck Observatory,0.080500,0.02611,0.85,21.5618000
HD 98219 b,HD 98219,2011,W. M. Keck Observatory,1.260000,1.96400,1.41,113.7040000
HD 98649 b,HD 98649,2012,La Silla Observatory,6.297000,8.38600,1.02,42.1727000
